user_id,recommended_movies
2611,"2324,1276,649,333,3526,53,428,3252,1236,104"
2612,"3429,905,3306,720,1235,3022,2324,3083,3307,3114"
2613,"3022,955,1002,3306,947,2788,1136,3088,598,1236"
2614,"2028,1178,1263,3091,912,1299,3134,1222,1224,2067"
2615,"1193,2503,2329,908,2501,858,953,3245,3147,1246"
2616,"326,2609,3092,3245,953,2804,53,670,2503,3408"
2617,"3916,3408,2503,1207,953,150,1900,669,53,2609"
2618,"318,1246,3916,2431,1704,2028,527,3578,2324,1242"
2619,"53,1423,3245,1207,1276,649,2503,2925,669,1104"
2620,"3578,1218,457,2353,2905,474,3555,2763,2881,2019"
2621,"1197,3578,2324,1291,2905,2924,649,1374,2788,1036"
2622,"3307,1046,2920,1247,2935,1172,3739,2248,3475,974"
2623,"597,916,905,1569,915,1307,898,339,2935,1172"
2624,"2324,17,527,3307,2905,2197,3739,2804,1207,2858"
2625,"1233,1272,1178,2571,2905,1196,3134,3035,1208,1240"
2626,"1207,318,213,1949,670,2609,3245,2501,1117,53"
2627,"2503,668,1423,1276,53,670,1207,1131,2360,3468"
2628,"2360,1237,1176,669,1300,1354,2351,923,668,1251"
2629,"2019,858,1953,3147,908,953,1207,1287,2804,3578"
2630,"2324,1276,1193,2804,318,3897,909,923,1243,3245"
2631,"3022,955,1281,2937,3629,927,1002,3306,3232,1537"
2632,"904,1212,903,1950,2206,906,3801,1269,911,950"
2633,"2858,2804,1136,1276,3022,1449,3083,2324,3897,649"
2634,"1207,953,1949,668,1203,1104,3092,954,1423,3451"
2635,"1278,2867,799,2488,3727,2716,382,1321,1997,1347"
2636,"2804,3410,1276,1172,2609,3451,2503,2329,232,3363"
2637,"593,318,2324,2858,2804,1193,1423,745,111,670"
2638,"2324,2858,1276,3897,1236,3410,1172,649,3083,670"
2639,"2804,3363,1276,3451,649,905,3897,953,909,1968"
2640,"3022,3307,745,2905,1235,955,3851,2019,969,3819"
2641,"1276,909,53,649,1236,3307,1207,2503,669,3245"
2642,"3147,908,593,678,3245,53,2501,668,2503,1246"
2643,"2503,3245,2197,53,2357,3092,2612,214,1423,669"
2644,"2804,1136,2324,1276,3897,1197,649,1080,3421,527"
2645,"1276,2858,2918,1172,3363,3897,3451,1136,649,3307"
2646,"2501,3578,150,2503,1423,593,953,2019,1949,3469"
2647,"3083,2324,3307,1172,1235,909,905,1276,910,3306"
2648,"2858,1136,2324,1236,1243,1276,2804,3083,1060,2997"
2649,"3233,1136,3507,1537,2937,3022,1002,598,1830,2804"
2650,"3469,318,954,3095,1203,953,3092,2197,3006,1131"
2651,"1218,2905,457,1047,474,3578,2353,165,2762,2273"
2652,"1136,2858,1276,3897,1537,3233,649,3022,1446,2918"
2653,"649,2858,2324,745,2997,1236,2804,3410,2931,593"
2654,"53,2609,2197,214,2503,1276,2804,1172,3092,1279"
2655,"318,953,2324,150,2804,1704,3916,593,1246,1207"
2656,"1674,1172,3307,1264,1197,936,933,3668,539,916"
2657,"2959,668,2329,2858,2324,2503,3245,1243,1193,2804"
2658,"2804,1276,2324,3363,1060,649,3245,1236,3897,1968"
2659,"3307,1172,3083,3897,1276,2289,649,3317,3410,3022"
2660,"2935,932,3536,1247,2396,1172,898,937,3739,915"
2661,"905,955,2937,1537,2804,947,1002,951,927,3088"
2662,"2324,2804,1276,3307,649,1172,318,2503,3897,3410"
2663,"3307,916,1236,3548,905,1307,909,838,3451,649"
2664,"2804,2324,905,909,3307,3200,1226,2937,2019,3451"
2665,"2804,1060,3578,2571,1287,1215,3753,2503,2324,1002"
2666,"2324,953,649,1203,923,2503,1207,909,954,593"
2667,"1172,3307,1046,2920,17,898,3888,1307,1680,3536"
2668,"3022,3307,909,1172,2804,232,3306,951,3363,1276"
2669,"953,2804,53,908,2503,3469,669,3245,1203,678"
2670,"3307,670,2324,3089,3095,1104,3134,954,669,953"
2671,"1233,527,912,2905,2019,318,1272,858,1250,1242"
2672,"2019,527,858,1200,1222,1272,3062,2905,1178,1263"
2673,"318,53,2197,668,669,2360,1104,1207,2329,2925"
2674,"1276,3307,3504,2360,909,649,2804,2351,3067,3200"
2675,"2905,1019,1198,1197,1196,3153,2019,1204,2173,1254"
2676,"3245,2197,668,1949,53,2609,2501,1193,1293,1423"
2677,"1036,3147,457,1608,3256,1370,3555,628,292,165"
2678,"1240,1196,1200,1527,1210,1215,750,1127,1218,1199"
2679,"3307,2324,1172,905,3022,3897,1276,232,951,3504"
2680,"2918,2804,3361,3233,2302,2371,3022,649,1830,1934"
2681,"955,3022,951,916,947,2324,3028,1238,3507,1446"
2682,"1212,3730,1214,906,1950,111,908,950,1206,750"
2683,"3147,2804,2001,1276,628,3451,1953,1101,11,2501"
2684,"3307,1211,1276,1236,1172,1244,668,3504,1237,1243"
2685,"2324,150,2804,3916,2501,1704,3451,3897,3147,110"
2686,"1278,2503,572,649,3363,1253,3092,2324,2609,2716"
2687,"858,3741,1945,1221,296,1084,1953,3783,3517,3019"
2688,"1923,598,1060,2795,1276,1236,1449,3210,3363,649"
2689,"2804,318,953,3363,3897,3451,1276,909,1172,3548"
2690,"53,1207,1193,296,2503,1423,1131,2931,953,669"
2691,"3949,1423,668,2197,2503,53,3245,669,3410,3897"
2692,"2324,670,668,2019,1236,1900,53,2503,908,1196"
2693,"3245,2503,53,2360,1423,557,318,2931,1237,669"
2694,"1214,2288,1278,1258,3727,2488,1337,1219,1997,2648"
2695,"3022,3307,232,2324,649,1243,2997,1236,3067,1446"
2696,"1212,904,903,2206,1086,3730,950,1252,906,1284"
2697,"3147,593,457,1036,1610,1608,2881,628,2353,1240"
2698,"1236,3022,1394,1273,2804,1963,2937,1449,3083,3067"
2699,"1035,945,3910,1066,3549,2609,907,3092,1236,1067"
2700,"923,1228,668,1276,953,3468,326,3198,3245,1237"
2701,"1036,1240,1214,1200,593,866,1218,1953,858,2905"
2702,"858,2019,1214,2905,969,1233,2028,750,110,1242"
2703,"1221,3741,1945,910,3783,1084,1953,3362,746,1193"
2704,"53,2503,3245,1131,1423,670,3469,3092,2609,2931"
2705,"1196,2571,1240,589,260,2804,318,1197,2503,110"
2706,"3307,1172,1046,969,898,916,17,58,1247,2905"
2707,"3307,1172,3022,2804,2324,3897,909,3451,1211,232"
2708,"2324,2858,2804,2997,1136,1517,1236,2918,3022,1060"
2709,"668,1423,2959,3949,53,318,3245,3415,2132,926"
2710,"2858,2324,2804,3504,2997,1276,232,593,1236,1243"
2711,"750,2571,1206,1077,32,1175,1921,2010,2594,924"
2712,"2905,733,1036,1218,2353,2058,2763,474,3578,260"
2713,"1306,2571,1527,1199,2010,2021,32,198,1077,1584"
2714,"1196,2571,2028,1200,318,2905,1210,527,1222,2324"
2715,"899,1028,2080,1066,1148,945,1022,745,2081,3175"
2716,"2686,904,1269,906,3801,1086,2206,903,931,1212"
2717,"53,2019,2503,908,669,1953,214,3147,3090,3245"
2718,"1172,2804,2324,3307,1276,3451,3410,318,3897,3363"
2719,"2997,2858,3022,3307,649,3083,1236,2804,3410,2936"
2720,"1196,1210,2905,260,527,1198,1291,1233,3578,1376"
2721,"916,17,1172,898,497,838,3307,1307,534,58"
2722,"1210,2905,3793,2028,1197,110,1198,589,318,1240"
2723,"2804,2324,3897,1136,3819,3022,3083,1446,1002,2997"
2724,"649,2804,3410,3307,2858,1236,1276,2997,2503,1273"
2725,"2997,3897,649,2289,2599,1060,2324,1963,1136,2295"
2726,"953,2503,1193,3469,53,3245,669,2197,2804,3222"
2727,"1200,1214,1291,3578,1036,3793,3527,940,2947,858"
2728,"2905,1198,2571,1197,969,2640,1287,1253,1301,3417"
2729,"2019,3578,527,2905,3062,1222,1178,1218,3753,1250"
2730,"1236,2019,2324,3552,2905,2000,2918,1276,649,110"
2731,"2324,3897,3451,649,953,1172,1060,1207,670,3307"
2732,"1196,260,480,1198,2905,2640,1580,733,589,1197"
2733,"668,2503,1300,1949,53,1104,923,1207,2360,670"
2734,"318,1246,1680,1172,3307,2443,1290,53,3245,892"
2735,"1517,2804,3421,3552,2795,2324,1923,593,1663,1060"
2736,"649,1236,905,1243,3451,3897,3410,864,3088,951"
2737,"3504,1300,1172,909,53,1193,3410,2238,3363,1236"
2738,"1193,1423,3245,1207,2503,318,668,953,1131,3089"
2739,"593,908,1036,2762,3147,457,1674,318,628,933"
2740,"2905,1917,1127,3793,1198,3702,1036,1097,3827,1291"
2741,"2762,3147,908,1036,3256,3510,1953,2819,2058,3505"
2742,"1214,3421,2858,2997,858,2804,1077,223,2937,1394"
2743,"593,2324,2804,908,3897,53,3469,1968,953,3451"
2744,"3753,2571,2028,2905,511,1479,3624,1364,780,1527"
2745,"1172,3307,1197,265,1226,17,1230,58,2935,936"
2746,"298,1002,3088,905,2937,3851,1537,1136,598,1257"
2747,"3851,1235,3083,905,3022,3897,3307,1281,909,3462"
2748,"2010,3022,1243,3070,898,2208,1648,1273,1217,1236"
2749,"2019,3091,1299,1224,1208,1242,1217,1178,1250,1939"
2750,"3022,3307,3462,1449,1080,1281,3814,3629,1236,3504"
2751,"2858,2324,3897,3451,3410,649,1236,905,2804,3307"
2752,"1276,923,2804,649,668,1237,3089,2503,3200,858"
2753,"318,53,3245,2804,670,3089,669,2925,214,668"
2754,"3022,2804,2937,598,1002,1663,3552,2423,1537,3868"
2755,"3307,1236,2512,1117,1900,2503,2351,53,1276,2804"
2756,"2019,2905,3022,1236,1218,2324,2924,1233,3275,1449"
2757,"923,3415,3089,2351,2731,1276,2360,53,926,2238"
2758,"3022,905,3233,3851,921,947,3819,3306,955,2937"
2759,"2804,318,2858,1197,2019,2324,3307,2248,1172,909"
2760,"1276,3307,3089,1193,2351,649,923,3245,2503,318"
2761,"2804,2905,3022,3307,1537,909,2924,3410,951,1236"
2762,"2019,2028,2905,3578,318,3405,1788,527,3245,53"
2763,"1517,1136,3868,2791,1923,3022,2324,955,2937,3233"
2764,"1207,670,2804,2503,3245,668,1104,53,1900,1203"
2765,"2905,2019,1200,3578,593,1242,2324,318,527,1136"
2766,"2804,110,356,1276,2324,905,527,3897,3469,909"
2767,"608,858,2692,296,1945,1234,3265,3783,1213,1084"
2768,"2324,2858,1276,1236,1279,3147,858,3451,668,2503"
2769,"3307,1172,745,2208,1148,1223,945,905,928,3022"
2770,"1196,1240,2571,2028,318,1200,260,1214,1210,593"
2771,"2804,2324,2019,318,3363,953,1172,3307,909,2905"
2772,"2905,1197,457,1196,2288,2019,858,2947,1218,110"
2773,"1237,1104,668,3089,2731,2360,923,1228,1132,1251"
2774,"649,1236,1136,2804,1276,1172,1279,3410,1060,1273"
2775,"2858,1236,649,3897,2804,2289,3410,3307,3067,3245"
2776,"3897,1276,3451,1236,1193,1279,3916,2352,649,3363"
2777,"2804,2324,1276,649,3421,3363,3897,1236,598,3307"
2778,"1276,3022,2324,3410,905,1236,649,2937,3317,1281"
2779,"2351,1237,1273,649,53,3089,668,670,1423,2731"
2780,"2324,2804,1136,3897,1236,1276,2918,3022,1002,905"
2781,"3245,2503,908,53,2804,668,3089,670,1131,3038"
2782,"2324,3851,1136,2788,1172,2301,1279,3052,649,3814"
2783,"1206,2010,2664,29,2660,1240,3658,1175,2288,2662"
2784,"668,1193,2503,670,1104,3089,53,923,3222,2925"
2785,"3307,649,905,2937,2804,2324,1172,1537,1236,1002"
2786,"2019,1953,2324,649,53,3410,909,668,2503,1236"
2787,"2804,3363,858,909,2324,1193,1060,2503,3451,3307"
2788,"670,2503,318,1423,669,668,53,3245,3038,926"
2789,"1374,2905,3793,1036,2640,2019,3578,32,318,3703"
2790,"668,1207,2503,669,1104,53,670,2019,3245,1300"
2791,"1207,53,668,2503,926,670,3090,1423,3245,2931"
2792,"2324,3147,2501,1246,3092,2609,2197,2329,1242,3382"
2793,"3083,3897,2609,668,2503,649,2931,3410,53,1900"
2794,"1207,318,2503,1131,1949,3095,668,53,926,1193"
2795,"1214,2571,2010,2660,3658,1200,3030,32,1965,1175"
2796,"2858,2324,1172,318,2197,3897,265,1734,838,1423"
2797,"668,1193,1104,2019,593,318,923,1207,2931,307"
2798,"318,2503,1207,953,1193,2197,53,3469,593,2728"
2799,"3429,3022,2324,2937,1537,2355,324,720,1641,3897"
2800,"1036,457,3510,225,2501,1674,933,454,908,292"
2801,"2804,2324,1060,953,1276,3916,2197,1193,2503,1968"
2802,"1273,3307,3067,2289,3022,235,3083,909,1244,1236"
2803,"1276,1273,909,649,562,1243,3504,2238,1236,3410"
2804,"2905,2571,2019,1610,3578,1527,457,380,3793,589"
2805,"1207,1193,669,53,1237,2503,2609,3469,926,2357"
2806,"2858,649,1273,2997,1279,1236,2624,3275,3410,2905"
2807,"3083,1243,668,1273,2324,2858,3410,670,3307,2238"
2808,"1200,2019,1077,2905,318,1215,29,1396,2117,1197"
2809,"2324,1276,1968,2858,909,3897,3022,1060,1236,3067"
2810,"2324,2804,1276,2197,3245,1259,1193,3092,2503,2329"
2811,"53,2360,3090,1251,2503,669,1423,2931,1237,3038"
2812,"2858,2324,1136,2905,2019,3897,1394,1236,1449,3410"
2813,"1236,345,668,3083,1914,1279,53,649,3067,1734"
2814,"1036,2019,1197,377,2905,474,1101,649,1242,1674"
2815,"908,2503,318,1674,2019,628,3307,3147,1172,1207"
2816,"2905,1198,1240,1610,1200,1291,2571,2019,2916,1196"
2817,"2804,3147,2324,2905,2028,1172,953,527,2019,1240"
2818,"2858,1276,2804,1243,1279,3897,3451,1236,2503,3410"
2819,"2571,318,649,2324,1196,3897,2858,32,53,589"
2820,"1423,2503,53,2360,3415,2351,670,3416,2931,3192"
2821,"2324,3083,2858,3451,318,1276,1207,1193,2804,2352"
2822,"2804,1136,2858,649,2324,2791,1236,1172,3022,1259"
2823,"318,1221,2804,1276,2000,2329,2194,2028,296,1234"
2824,"2791,3022,1281,3868,2804,1236,3462,3819,3067,649"
2825,"2503,2959,326,1423,1095,1673,3416,2931,668,1228"
2826,"2804,3022,2503,3067,670,3083,2324,3363,909,568"
2827,"2905,2019,858,1197,3265,1233,2571,2692,2924,1215"
2828,"1273,1279,1236,2804,1276,649,3410,1884,318,3200"
2829,"2360,2503,1237,1178,306,53,669,1423,307,1217"
2830,"2019,1233,912,2905,1256,1221,1953,3022,750,1204"
2831,"2324,953,1207,1246,3245,1276,1784,3410,668,3451"
2832,"3022,909,1273,649,3504,1236,1243,2804,3083,106"
2833,"923,1193,1207,2804,318,1228,3504,1131,1276,909"
2834,"2503,923,1193,1300,3416,2908,668,1207,1900,2132"
2835,"2503,1207,1193,1276,909,670,2858,1131,923,318"
2836,"649,1236,2804,3897,3410,1276,3022,2324,909,1136"
2837,"1172,3022,3307,3897,1449,3629,3911,3481,898,1281"
2838,"668,2324,3245,53,2624,2329,3949,2925,2959,2197"
2839,"2858,3022,1136,1449,2804,2324,3481,955,649,951"
2840,"2019,3897,3245,858,2905,2324,1172,1197,1193,53"
2841,"2804,2503,668,3307,3245,2731,326,3083,1193,232"
2842,"858,1234,1221,3517,910,1953,2764,2194,2503,2000"
2843,"2804,1172,2324,1276,2858,1136,3307,951,3306,3814"
2844,"2019,1953,908,1221,1276,318,2804,2905,2324,3362"
2845,"2905,2968,1240,1019,750,1198,2105,1200,1175,1253"
2846,"3307,3022,1211,951,3819,2935,955,3306,2248,1449"
2847,"668,1243,3410,2238,1279,1172,1244,1236,1362,306"
2848,"3114,1580,2905,2761,3429,720,1527,1136,1306,3022"
2849,"1537,916,3814,2324,649,3897,3306,1236,2918,1211"
2850,"2905,1198,2019,3470,2970,3000,1204,1303,940,1254"
2851,"2324,1423,3897,1236,668,2959,3410,1734,1243,670"
2852,"1199,1206,1240,1200,1196,260,750,2554,1253,2454"
2853,"2804,1276,3022,2324,2788,905,1968,3552,1002,909"
2854,"668,670,3424,1300,345,2068,3410,2908,1423,1354"
2855,"1276,858,1136,3552,1236,1221,1194,1517,101,2937"
2856,"1207,318,3095,923,2925,953,2197,1953,669,1203"
2857,"1218,2905,678,908,1953,1233,1221,3793,3753,3555"
2858,"937,3536,339,915,7,1226,916,11,2935,440"
2859,"3451,1276,3410,3307,3504,649,909,1236,2804,3363"
2860,"3089,2503,2731,1237,2351,923,3307,1276,669,978"
2861,"2804,1276,3504,909,3897,3307,3410,2324,3022,649"
2862,"318,2324,912,2019,1224,2804,2067,3091,1263,1204"
2863,"2351,53,3089,2731,1423,1273,1900,2360,3090,669"
2864,"908,2324,2503,2804,1172,1193,1207,745,1276,318"
2865,"318,2324,3147,53,2804,649,3245,1236,3469,3451"
2866,"1276,2019,2804,3035,3307,318,2324,1287,1236,1250"
2867,"589,2571,1240,480,1214,1200,1196,1580,2916,3471"
2868,"2571,1301,32,741,1253,2019,2594,1077,858,670"
2869,"2858,3410,2324,3897,1243,3022,2804,668,1236,3245"
2870,"953,53,1193,1207,2028,670,3092,150,2019,2503"
2871,"1278,1333,1219,2644,1347,2648,1348,1345,1321,1340"
2872,"649,909,1193,3410,3504,2503,3083,326,53,1172"
2873,"1172,2324,1226,3512,916,2175,953,892,914,3916"
2874,"1236,2858,649,3504,1276,3462,1243,3897,3410,1273"
2875,"589,480,3793,2028,1253,110,3527,1374,2905,2916"
2876,"1218,2905,2924,3000,1233,1788,2692,1222,50,1200"
2877,"1527,1240,1306,1580,750,2010,589,2662,2019,29"
2878,"213,3245,1545,53,318,2197,668,1300,1423,669"
2879,"2804,1236,3307,2503,3897,2858,1968,3363,3083,1276"
2880,"1276,3022,2804,909,1236,1273,106,3083,3307,3629"
2881,"1136,2324,2858,2571,3831,2788,2596,449,3897,1002"
2882,"2804,3363,1276,3022,1236,649,3526,905,2503,3255"
2883,"1276,3307,2804,1193,2324,1228,1243,2575,2503,318"
2884,"318,1193,1246,2197,1172,2329,2858,1704,838,53"
2885,"2804,2918,2109,2791,2301,1663,2788,1236,1963,649"
2886,"1036,1218,1370,3578,2905,2948,2353,3623,1291,1198"
2887,"2905,2019,2931,858,3410,2609,2197,649,3382,53"
2888,"1215,2905,2019,2924,180,2788,390,1279,1276,1080"
2889,"953,2324,1207,3451,2503,53,2197,669,1172,2804"
2890,"2905,589,1200,2019,1218,1287,1954,1291,1953,1215"
2891,"2804,2324,1276,909,318,3363,1968,3897,3451,1784"
2892,"1197,2019,3307,3022,919,912,3035,1287,940,2905"
2893,"318,2197,2503,1423,2360,1131,1132,1207,3245,1237"
2894,"2905,3639,2993,2019,1196,260,1610,1218,3624,733"
2895,"1276,3307,2804,909,3022,649,1244,1734,1236,1172"
2896,"1197,2324,2905,2353,649,933,1276,2019,349,1236"
2897,"858,2571,1221,2905,2019,2028,1198,1193,1214,2329"
2898,"2804,1276,3307,1236,2019,858,909,2936,2503,3022"
2899,"3022,3868,3851,2804,3421,1002,905,2997,2937,3814"
2900,"3897,2329,3949,1193,2197,668,649,2019,1236,3317"
2901,"2503,1236,2324,1276,649,1423,3897,53,3410,1243"
2902,"2791,2804,1234,1148,1136,1002,1276,649,2795,3552"
2903,"1036,2905,1374,1376,1198,457,3175,1291,1610,1372"
2904,"2503,1193,668,1300,3245,1243,1104,1207,1172,53"
2905,"905,2324,1148,947,745,3022,2080,1023,955,3088"
2906,"3175,2905,1580,1376,29,1356,1215,1527,2275,480"
2907,"2880,480,649,3233,1866,3851,1002,324,3925,3275"
2908,"1982,1278,1994,2645,1997,1340,2716,841,3499,1350"
2909,"1218,53,2624,3245,2905,2503,3634,1249,3469,669"
2910,"1278,3727,2716,3851,1255,2747,2324,735,1236,568"
2911,"670,1423,1207,1949,2931,3245,2609,954,53,3469"
2912,"231,2795,2423,1136,1002,3552,1517,2918,598,333"
2913,"2858,649,668,3504,53,3410,3083,2503,562,3897"
2914,"2858,2804,1276,3814,1236,3022,649,3462,1002,1080"
2915,"2804,1172,858,2324,2905,909,3307,1234,745,3451"
2916,"1273,2318,3083,72,3532,1276,3794,3129,1392,3410"
2917,"2858,858,111,1193,1276,1221,668,593,1251,1104"
2918,"1276,3504,909,1193,923,1207,1273,2503,3067,3543"
2919,"2905,2019,3000,1527,1275,3175,1374,1200,940,969"
2920,"1193,2019,750,923,3307,912,3134,2503,1237,2858"
2921,"924,589,2010,2660,1306,1077,1175,2594,2117,3793"
2922,"1197,1196,2571,1200,1214,2905,1036,480,3578,457"
2923,"3814,3421,905,3851,1236,1963,2795,598,1663,1937"
2924,"1197,745,1148,3022,1036,933,911,2924,2905,905"
2925,"2804,2019,670,953,318,2503,3245,668,2847,2324"
2926,"1172,2324,3307,2804,3083,909,1734,345,2248,3067"
2927,"2905,380,2006,3470,1262,1101,3536,1216,1172,58"
2928,"3307,3022,3200,3317,3410,106,3504,1237,1243,3089"
2929,"53,1207,1276,953,3307,2313,1423,2019,668,3245"
2930,"668,2609,1207,318,2357,3245,670,53,2503,2324"
2931,"2324,2804,3897,2019,670,1221,3307,909,923,2931"
2932,"50,593,1249,2762,678,2542,3147,16,111,1218"
2933,"2324,2197,1193,2804,53,3245,668,3038,678,1236"
2934,"2501,1207,3307,2197,2503,670,2804,1949,3245,864"
2935,"3417,1214,750,2010,1301,2117,3927,1199,2019,2905"
2936,"649,771,2858,3067,3410,1273,3307,2804,2324,1211"
2937,"1704,2501,3245,3916,678,572,953,2197,1193,3469"
2938,"1172,3739,898,916,2804,1215,2905,911,3897,1243"
2939,"2324,1172,3307,3147,2208,953,1243,1196,1358,3022"
2940,"1449,1136,858,2804,2324,3897,3410,1394,2289,3083"
2941,"1148,3307,898,3000,1223,497,2997,720,1243,2019"
2942,"3095,53,668,1237,3416,3089,2132,326,3090,3415"
2943,"1215,32,1374,1218,3471,2858,3265,671,2528,3576"
2944,"1172,2804,2324,3022,3307,905,951,1236,838,232"
2945,"1207,1193,3092,2858,2503,3067,1900,2609,3089,2804"
2946,"318,2019,1178,1299,3091,3245,53,2329,1207,2905"
2947,"3307,3067,3022,1236,2324,2804,1273,3410,232,649"
2948,"1136,2858,2997,2791,3814,1923,2918,2804,1394,1080"
2949,"3022,811,2571,2937,1197,1148,1580,745,3552,1036"
2950,"2935,916,936,2843,3307,943,1172,3536,249,3097"
2951,"1236,2324,649,345,2804,3897,1914,3410,2282,2596"
2952,"1237,2351,670,3089,326,2503,668,1228,3415,1104"
2953,"2324,318,1193,3897,3410,3006,3083,2609,1172,668"
2954,"745,1172,1,2324,933,2918,1148,898,2804,2858"
2955,"2503,670,3134,2239,3307,3035,1099,1276,34,1900"
2956,"2571,260,750,1196,1240,1584,1077,3702,3793,3471"
2957,"53,2329,2324,2959,668,953,2197,1423,2609,3092"
2958,"2289,2997,3307,2324,318,2959,1423,3410,53,1136"
2959,"608,1136,858,50,745,2997,593,1218,2324,678"
2960,"2503,2959,3089,2609,53,1237,2324,923,1300,2197"
2961,"2571,2762,593,2905,745,2324,1196,668,3147,1240"
2962,"2858,1423,2959,2503,53,678,557,2360,926,3307"
2963,"318,953,2197,2329,3245,2501,53,3092,1207,2609"
2964,"2503,1207,670,3089,668,669,953,326,3245,1099"
2965,"2804,953,53,2197,1207,2324,2357,1300,669,2609"
2966,"2324,1172,2804,3897,3851,916,3307,898,3451,3819"
2967,"1276,2731,2132,3245,669,2503,3416,668,2848,649"
2968,"2324,2804,1172,953,3451,3897,1704,53,3307,669"
2969,"1197,2905,318,2019,2324,1236,3471,1215,1036,1610"
2970,"2197,2324,953,3451,2609,1949,1207,954,908,53"
2971,"2624,2503,53,2858,2931,1423,1273,649,668,2731"
2972,"2804,3552,1136,1517,3421,1276,3210,3307,2324,3022"
2973,"2804,2324,3897,1276,649,1236,3410,1784,2503,232"
2974,"2804,1276,3451,3897,3245,2329,1704,2197,649,1243"
2975,"2503,53,923,2804,649,669,2289,2959,668,3245"
2976,"1449,1236,3814,101,3210,2936,3851,2918,1002,649"
2977,"53,1172,3307,668,58,1046,1211,1117,2248,649"
2978,"2503,3089,1423,2731,3307,670,668,2351,1900,3038"
2979,"1223,745,3429,720,3022,3396,1023,3462,1288,905"
2980,"2609,3245,2503,953,1207,1949,1900,53,3089,3090"
2981,"3307,1172,3022,2804,1136,1394,2937,909,2324,3897"
2982,"3435,2203,922,1260,2726,930,2940,913,1069,2066"
2983,"1047,457,2571,2905,2763,2273,1218,3082,2019,474"
2984,"2324,3022,1446,905,2788,1449,911,3851,3233,1136"
2985,"2905,1544,733,2880,3578,1049,3470,1287,10,1253"
2986,"1193,2197,3307,3410,53,1276,3245,1236,668,2503"
2987,"3897,2804,3083,1276,3410,3481,2324,909,1136,1236"
2988,"1243,3410,2804,1734,3897,2324,1236,1136,909,3022"
2989,"1172,969,2324,1207,17,1066,3114,34,668,3307"
2990,"1207,3307,2804,2925,909,2324,670,1300,3245,953"
2991,"2503,213,1203,668,1949,318,2925,3245,3469,2609"
2992,"3147,318,2000,2001,110,3510,1036,733,2861,3916"
2993,"260,2905,2019,2858,858,2324,1196,1243,3307,1172"
2994,"2937,3022,2804,3233,1537,1963,2599,2936,1235,1002"
2995,"2905,2019,3578,969,745,1233,457,940,2288,3000"
2996,"2324,2905,1172,318,3114,598,745,1287,3851,2423"
2997,"3307,3451,898,2503,1226,1207,1276,3363,2248,3897"
2998,"2324,2804,3307,1172,1276,3363,3451,3410,1148,3114"
2999,"1023,1148,1223,3159,745,3751,837,720,2099,262"
3000,"2905,29,1449,750,671,1136,3911,2289,1215,3022"
3001,"678,908,3578,2905,1358,1218,1197,318,1953,2019"
3002,"3022,3629,905,1276,3307,2324,951,2937,3306,3462"
3003,"2905,1198,1210,1527,1215,29,3000,1274,780,2288"
3004,"318,2324,668,1900,2503,2329,53,2931,1046,2357"
3005,"1206,750,3703,480,2905,2660,1215,2288,29,1198"
3006,"2804,649,1276,1136,2324,1200,1236,858,3897,1214"
3007,"1172,3451,2324,497,1564,2352,915,3787,838,1446"
3008,"1196,1210,589,1240,1270,3471,1573,1200,1214,1253"
3009,"1197,898,3307,2692,497,2935,1172,1210,916,2396"
3010,"2288,1301,1306,741,1921,1077,2594,1215,2905,2009"
3011,"2858,318,668,2959,2117,2324,1243,1193,2503,2804"
3012,"589,1210,1587,1036,3740,1275,2905,3836,2804,1291"
3013,"1172,3307,2804,318,909,1207,1276,649,232,17"
3014,"53,1193,2324,2197,953,2329,2503,1207,1172,1704"
3015,"318,1721,1207,1961,2804,1302,150,953,670,53"
3016,"1196,318,2019,593,1253,2858,750,1423,2905,1653"
3017,"3307,2324,2804,898,2352,345,909,1207,3363,649"
3018,"649,2019,3307,2503,3897,3022,2324,909,2905,1236"
3019,"2804,1276,2324,649,2858,3363,3307,3451,1060,3462"
3020,"2503,53,3245,1423,1131,668,2197,669,670,3038"
3021,"3435,1252,1267,2203,922,930,1284,1069,2186,942"
3022,"2019,2905,2858,1233,2028,3245,53,1788,1193,668"
3023,"2324,2804,318,3451,745,3363,1172,905,3147,1871"
3024,"1610,457,2905,3578,316,165,2948,1376,1101,1047"
3025,"2081,497,1067,3739,3022,3306,1446,936,2324,3114"
3026,"3307,3629,3022,1243,936,1172,2238,911,3532,1212"
3027,"858,1221,318,1953,593,47,2019,1200,2329,1945"
3028,"3022,32,1446,2905,1281,1449,3471,1537,951,1172"
3029,"3307,1172,2804,909,3083,3067,649,1236,3451,3410"
3030,"318,668,1423,53,326,3245,2503,1193,1207,2357"
3031,"3307,1276,649,1273,1236,3504,3410,3556,1136,568"
3032,"2324,905,2937,2804,1236,649,3307,2858,1172,3451"
3033,"1198,1136,2905,1215,2791,1968,745,1234,2324,1259"
3034,"1172,1203,318,3469,1207,954,3245,668,953,2503"
3035,"1207,670,1203,669,954,923,1900,3089,53,2357"
3036,"53,2503,3245,3469,668,2609,2329,2197,669,2501"
3037,"3245,1207,2609,1131,1193,668,1132,1949,2503,3095"
3038,"1214,3307,2010,1200,945,1276,1077,2019,1301,1374"
3039,"3307,1172,1211,1423,2503,933,318,911,908,2804"
3040,"1240,260,1196,1214,1200,1210,3471,3527,1374,2916"
